City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,santa maria,-29.6842,-53.8069,8.61,76,0,1.54,BR,1720306758
365,hun,29.1268,15.9477,26.03,51,0,5.38,LY,1720306759
366,balabac,7.9868,117.0645,27.08,83,69,3.3,PH,1720306760
367,touros,-5.1989,-35.4608,24.32,85,38,3.18,BR,1720306761
368,port saint john's,-31.6229,29.5448,14.58,62,36,3.39,ZA,1720306762
369,howrah,22.5892,88.3103,27.0,94,40,1.54,IN,1720306763
370,zaragoza,41.6561,-0.8773,17.25,61,40,7.72,ES,1720306667
371,fortuna,40.5982,-124.1573,25.51,61,20,6.17,US,1720306765
372,turochak,52.2576,87.1224,15.73,98,80,0.69,RU,1720306766
373,vila franca do campo,37.7167,-25.4333,22.23,89,34,2.37,PT,1720306767
374,calabozo,8.9242,-67.4293,25.56,90,80,2.25,VE,1720306770
375,maintirano,-18.0667,44.0167,20.44,73,0,4.9,MG,1720306771
376,pisco,-13.7,-76.2167,19.03,77,0,7.72,PE,1720306772
377,angaur state,6.906,134.13,28.54,73,82,2.26,PW,1720306773
378,adrar,20.5022,-10.0711,34.45,25,97,5.2,MR,1720306774
379,orcopampa,-15.2661,-72.3417,9.91,42,86,2.61,PE,1720306775
380,nuuk,64.1835,-51.7216,6.6,87,51,8.49,GL,1720306502
381,machico,32.7,-16.7667,23.34,78,40,6.17,PT,1720306777
382,sumbawa besar,-8.5,117.4333,20.78,90,68,2.17,ID,1720306778
383,at taraf,25.3628,49.725,38.3,26,86,3.81,SA,1720306779
384,tsiombe,-25.3,45.4833,16.52,92,9,2.73,MG,1720306780
385,san jose del guaviare,2.5729,-72.6459,23.41,96,62,0.67,CO,1720306782
386,polyarnyy,69.1989,33.4478,11.47,91,100,6.38,RU,1720306783
387,nagqu,31.5,92.0,5.93,86,100,2.09,CN,1720306785
388,quesnel,52.9999,-122.5029,25.28,29,0,2.57,CA,1720306786
389,lorengau,-2.0226,147.2712,27.12,85,100,4.64,PG,1720306787
390,carbonear,47.7332,-53.2148,18.01,82,100,6.19,CA,1720306788
391,shchyolkino,45.4291,35.8223,26.42,61,4,8.06,UA,1720306789
392,kuching,1.55,110.3333,27.23,93,40,0.51,MY,1720306790
393,temerluh,3.4506,102.4176,24.99,99,79,0.69,MY,1720306791
394,crane,31.3974,-102.3501,34.83,28,22,2.96,US,1720306793
395,inarajan village,13.2736,144.7484,30.78,85,64,6.07,GU,1720306794
396,fort mcmurray,56.7268,-111.381,23.77,46,75,4.63,CA,1720306795
397,monteagudo,-19.8167,-63.9833,10.07,78,72,1.23,BO,1720306796
398,ciudad bolivar,8.1222,-63.5497,28.26,71,92,1.17,VE,1720306797
399,callao,-12.0667,-77.15,22.07,84,52,6.4,PE,1720306798
400,khorixas,-20.3667,14.9667,14.8,39,0,0.99,NA,1720306799
401,jawf al maqbabah,13.8378,45.8349,30.91,38,24,1.34,YE,1720306800
402,pont rouge,48.8833,-72.0825,25.06,73,48,1.29,CA,1720306801
403,rivne,50.6231,26.2274,17.41,80,45,4.73,UA,1720306802
404,cambita garabitos,18.4533,-70.1978,31.05,85,94,1.27,DO,1720306805
405,mogocha,53.7333,119.7667,19.91,43,3,1.27,RU,1720306807
406,gisborne,-38.6533,178.0042,10.47,64,0,4.07,NZ,1720306808
407,bang saphan,11.2126,99.5117,24.88,88,95,1.22,TH,1720306810
408,mossendjo,-2.9506,12.7261,18.74,91,26,1.73,CG,1720306811
409,kurumkan,54.3,110.3,22.4,75,24,0.62,RU,1720306812
410,labytnangi,66.6572,66.4183,12.42,81,62,1.33,RU,1720306724
411,kingscliff,-28.2667,153.5667,17.65,82,52,4.12,AU,1720306814
412,santa terezinha,-29.9002,-50.0904,9.58,87,100,4.22,BR,1720306815
413,suomussalmi,64.8869,28.9078,9.81,91,23,3.54,FI,1720306817
414,luderitz,-26.6481,15.1594,13.1,90,8,6.57,NA,1720306818
415,big bend,-26.8167,31.9333,11.67,62,0,1.42,SZ,1720306819
416,hamilton,39.1834,-84.5333,29.13,56,40,4.02,US,1720306551
417,kosong,38.3788,128.4676,25.27,79,100,2.98,KR,1720306821
418,galesong,-5.3166,119.3661,23.01,79,32,3.07,ID,1720306822
419,nema,57.5067,50.5011,18.35,97,100,2.05,RU,1720306823
420,nove straseci,50.1527,13.9004,16.71,87,100,4.92,CZ,1720306824
421,la'ie,21.6477,-157.9253,30.0,71,20,2.24,US,1720306825
422,shiguai,40.7058,110.2856,21.9,49,100,2.07,CN,1720306828
423,kavaratti,10.5669,72.642,27.71,85,100,6.81,IN,1720306829
424,ridgecrest,35.6225,-117.6709,47.23,3,0,3.6,US,1720306628
425,kalmunai,7.4167,81.8167,27.59,74,100,1.39,LK,1720306831
426,novyy urengoy,66.0833,76.6333,9.45,64,0,6.17,RU,1720306833
427,neyriz,29.1988,54.3278,28.81,31,86,1.87,IR,1720306834
428,nar'yan-mar,67.6713,53.087,19.48,89,100,5.38,RU,1720306835
429,minot air force base,48.4209,-101.3391,25.05,59,40,1.54,US,1720306836
430,kiunga,-6.1219,141.2906,23.99,96,100,1.36,PG,1720306837
431,mili,6.0815,171.735,28.73,74,100,8.11,MH,1720306839
432,kudahuvadhoo,2.6708,72.8944,28.34,74,100,1.06,MV,1720306840
433,maralal,1.0968,36.698,16.54,81,90,1.19,KE,1720306841
434,grand falls-windsor,48.9332,-55.6649,18.07,90,97,4.3,CA,1720306842
435,adh dhibiyah,24.5014,45.9686,30.8,11,98,4.28,SA,1720306843
436,thohoyandou,-22.9456,30.485,10.28,14,0,1.35,ZA,1720306844
437,narvik,68.4384,17.4272,12.43,89,94,0.67,NO,1720306846
438,greenville,35.6127,-77.3663,32.09,74,0,5.66,US,1720306848
439,puerto quijarro,-17.7833,-57.7667,23.51,43,8,1.69,BO,1720306849
440,seydi,39.4816,62.9137,27.55,34,0,5.67,TM,1720306850
441,nishishinminato,36.7833,137.0667,28.2,65,75,4.63,JP,1720306851
442,coquimbo,-29.9533,-71.3436,11.85,78,100,2.57,CL,1720306346
443,ostersund,63.1792,14.6357,11.45,91,40,1.34,SE,1720306853
444,maicao,11.3832,-72.2432,28.09,73,82,5.2,CO,1720306854
445,cockburn town,21.4612,-71.1419,28.54,81,100,3.65,TC,1720306855
446,ringkobing,56.0901,8.244,13.99,77,100,8.75,DK,1720306856
447,aiquile,-18.2041,-65.1807,11.19,89,17,1.98,BO,1720306857
448,howard springs,-12.497,131.047,25.49,76,96,3.48,AU,1720306858
449,aripuana,-9.1667,-60.6333,27.79,43,60,0.76,BR,1720306860
450,tosontsengel,48.7567,98.2839,12.57,70,58,1.13,MN,1720306861
451,paracuru,-3.41,-39.0306,27.28,80,97,4.81,BR,1720306862
452,eregli,37.5133,34.0467,19.95,60,0,2.16,TR,1720306863
453,kushima,31.4583,131.2333,28.79,77,26,2.72,JP,1720306864
454,namibe,-15.1961,12.1522,16.59,88,45,2.01,AO,1720306865
455,afaahiti,-17.75,-149.2833,27.93,81,64,9.0,PF,1720306866
456,valenza,45.0141,8.6414,21.5,92,85,1.53,IT,1720306867
457,tabou,4.423,-7.3528,24.94,83,100,4.33,CI,1720306868
458,pedernales,18.0384,-71.744,29.91,65,93,6.47,DO,1720306869
459,watertown,42.3709,-71.1828,28.19,84,100,5.66,US,1720306650
460,kilindoni,-7.9139,39.6668,25.51,73,15,7.0,TZ,1720306871
461,quelimane,-17.8786,36.8883,20.97,82,0,1.08,MZ,1720306872
462,vernon,50.2581,-119.2691,34.4,16,0,1.03,CA,1720306873
463,bambamarca,-6.6833,-78.5333,13.18,87,61,2.29,PE,1720306874
464,jeddah,21.5169,39.2192,31.92,40,0,1.54,SA,1720306871
465,zheleznogorsk-ilimskiy,56.5768,104.1217,20.3,63,19,0.84,RU,1720306877
466,maceio,-9.6658,-35.7353,23.69,94,100,2.06,BR,1720306675
467,saint albans,51.75,-0.3333,12.51,84,4,3.09,GB,1720306879
468,tegueste,28.5167,-16.3167,20.45,80,20,9.26,ES,1720306699
469,rurrenabaque,-14.4413,-67.5278,23.94,73,40,1.54,BO,1720306881
470,khandyga,62.6667,135.6,15.51,56,47,1.68,RU,1720306882
471,kalevala,65.2,31.1667,10.6,89,16,3.62,RU,1720306883
472,neiafu,-18.65,-173.9833,22.38,94,75,3.09,TO,1720306884
473,saudarkrokur,65.7461,-19.6394,4.51,90,92,3.29,IS,1720306630
474,piedras negras,28.7,-100.5167,38.48,28,4,4.46,MX,1720306743
475,manokwari,-0.8667,134.0833,27.0,74,100,1.27,ID,1720306888
476,chernyshevskiy,63.0128,112.4714,18.52,61,100,3.87,RU,1720306889
477,kone,-21.0595,164.8658,22.27,41,1,3.07,NC,1720306890
478,ban bueng,13.311,101.1121,27.92,99,53,1.93,TH,1720306892
479,roswell,34.0232,-84.3616,28.31,95,97,2.44,US,1720306821
480,soest,51.5756,8.1062,14.34,66,60,5.83,DE,1720306894
481,kerben,40.2951,72.1863,22.28,38,43,2.32,KG,1720306895
482,kisangani,0.5167,25.2,22.44,89,84,0.64,CD,1720306896
483,ilam,26.9167,87.9167,19.78,92,100,1.38,NP,1720306897
484,palmer,42.1584,-72.3287,28.6,68,79,2.83,US,1720306812
485,zhalantun,48.0,122.7167,25.57,60,100,5.08,CN,1720306899
486,quatre cocos,-20.2078,57.7625,20.05,72,11,2.66,MU,1720306900
487,nouadhibou,20.931,-17.0347,22.99,68,4,2.57,MR,1720306901
488,ranau,5.9538,116.6641,21.59,97,72,0.6,MY,1720306903
489,qusmuryn,52.4503,64.6311,16.98,90,22,4.94,KZ,1720306904
490,yakeshi,49.2833,120.7333,23.99,59,56,2.46,CN,1720306905
491,redwood falls,44.5394,-95.1169,25.97,57,0,6.69,US,1720306906
492,arhribs,36.7936,4.3116,21.74,68,63,1.83,DZ,1720306907
493,riversdale,18.1659,-76.9642,24.47,96,100,1.54,JM,1720306908
494,yoloten,37.2989,62.3597,26.38,23,0,3.33,TM,1720306909
495,shalqar,47.8333,59.6,24.48,56,3,4.14,KZ,1720306910
496,poli,-3.3333,36.8,13.9,90,62,1.37,TZ,1720306911
497,rubtsovsk,51.5,81.25,16.04,85,12,1.61,RU,1720306912
498,oodweyne,9.4092,45.064,23.82,57,89,7.38,SO,1720306913
499,al qusiyah,27.4402,30.8184,30.15,39,4,6.3,EG,1720306915
500,tougan,13.0667,-3.0667,27.62,56,91,4.07,BF,1720306916
501,slavyanka,42.8633,131.3847,16.53,99,100,1.09,RU,1720306917
502,az zuwaytinah,30.9522,20.1202,26.11,55,0,5.0,LY,1720306918
503,kutum,14.2,24.6667,26.44,28,47,0.67,SD,1720306920
504,cherepovets,59.1333,37.9,12.28,82,5,3.14,RU,1720306921
505,douz,33.4663,9.0203,30.57,27,0,5.39,TN,1720306922
506,usogorsk,63.4106,48.6872,15.48,96,100,4.42,RU,1720306923
507,buka,40.8108,69.1986,21.75,31,0,0.74,UZ,1720306925
508,sisimiut,66.9395,-53.6735,6.06,81,66,0.77,GL,1720306927
509,harrisburg,40.2737,-76.8844,33.96,54,40,2.06,US,1720306803
510,neufchateau,48.35,5.7,12.3,92,62,2.45,FR,1720306929
511,sotouboua,8.5667,0.9833,22.22,95,100,0.67,TG,1720306930
512,ancud,-41.8697,-73.8203,7.55,86,78,1.33,CL,1720306655
513,ketchikan,55.3422,-131.6461,21.3,53,4,4.6,US,1720306933
514,sayat,38.7839,63.8803,23.93,25,0,4.31,TM,1720306934
515,bambari,5.768,20.6757,20.79,97,100,1.37,CF,1720306935
516,zavodskoy,43.4597,132.2922,20.77,100,75,1.0,RU,1720306936
517,ondjiva,-17.0667,15.7333,14.02,21,0,1.03,AO,1720306937
518,nizao,18.25,-70.2,32.04,77,79,2.73,DO,1720306938
519,novyy urgal,51.0736,132.5642,21.39,83,28,1.43,RU,1720306940
520,ono,34.85,134.9333,28.71,71,74,2.71,JP,1720306941
521,fort irwin,35.2627,-116.6848,44.9,3,0,2.91,US,1720306942
522,krasnotur'insk,59.7666,60.2086,13.29,79,30,0.57,RU,1720306943
523,porto novo,6.4965,2.6036,25.9,89,94,3.71,BJ,1720306944
524,kristiansund,63.1115,7.732,13.03,87,18,2.06,NO,1720306945
525,lensk,60.7253,114.9278,18.57,52,51,1.73,RU,1720306946
526,tibanbang,6.6315,126.1055,27.42,81,26,1.26,PH,1720306947
527,penzance,50.1186,-5.5371,13.38,79,87,8.53,GB,1720306948
528,tucuma,-0.1833,-50.05,25.93,84,66,3.48,BR,1720306949
529,tomatlan,19.9333,-105.25,30.59,64,66,3.71,MX,1720306950
530,boyolangu,-8.1181,111.8935,22.74,97,92,0.26,ID,1720306952
531,aioun,16.6614,-9.6149,33.2,41,20,8.77,MR,1720306954
532,jalapa,19.5333,-96.9167,19.93,97,70,0.74,MX,1720306777
533,tillaberi,14.2117,1.4531,31.68,44,58,5.84,NE,1720306956
534,princeville,45.7668,-61.2985,16.95,97,100,5.14,CA,1720306957
535,noshiro,40.2039,140.0242,22.25,95,100,6.26,JP,1720306959
536,tandalti,13.0167,31.8667,28.81,57,99,5.57,SD,1720306960
537,polatli,39.5772,32.1413,19.46,69,6,2.64,TR,1720306961
538,mitsamiouli,-11.3847,43.2844,25.32,65,3,3.93,KM,1720306962
539,richfield,44.8833,-93.283,27.87,52,40,4.63,US,1720306571
540,tommot,58.9564,126.2925,16.29,65,30,0.55,RU,1720306964
541,kalifornsky,60.4183,-151.29,12.37,100,100,3.6,US,1720306965
542,chumphon,10.3333,98.8333,22.59,97,100,0.46,TH,1720306966
543,chenaran,36.6455,59.1212,20.2,23,0,1.93,IR,1720306968
544,ust'-talovka,50.5493,81.85,15.06,90,17,2.1,KZ,1720306969
545,salekhard,66.53,66.6019,12.55,79,62,1.67,RU,1720306970
546,pijijiapan,15.7011,-93.23,26.3,93,93,1.41,MX,1720306971
547,vorkuta,67.5,64.0,13.26,78,51,3.44,RU,1720306972
548,road town,18.4167,-64.6167,30.02,74,20,4.12,VG,1720306973
549,myitkyina,25.3833,97.4,23.57,99,100,0.69,MM,1720306974
550,mahina,-17.5065,-149.489,28.87,65,20,8.75,PF,1720306975
551,namie,37.4833,141.0,29.99,70,93,1.83,JP,1720306976
552,portland,45.5234,-122.6762,38.27,24,2,1.79,US,1720306841
553,trairi,-3.2778,-39.2689,25.44,80,96,4.2,BR,1720306870
554,takoradi,4.8845,-1.7554,24.63,91,100,3.55,GH,1720306979
555,moroni,-11.7022,43.2551,24.25,70,1,5.32,KM,1720306980
556,kegeyli shahar,42.7767,59.6078,26.05,28,12,2.72,UZ,1720306982
557,fauske,67.2588,15.3918,12.1,87,97,0.61,NO,1720306983
558,macomb,40.4592,-90.6718,28.24,59,0,3.09,US,1720306984
559,salinas,36.6777,-121.6555,35.34,52,0,6.17,US,1720306985
560,tweed heads,-28.1817,153.547,17.88,79,45,4.12,AU,1720306986
561,reggane,26.7158,0.1714,40.41,8,20,4.47,DZ,1720306987
562,dudingen,46.8492,7.1885,15.3,83,100,1.26,CH,1720306988
563,antsiranana,-12.2787,49.2917,23.23,73,79,4.53,MG,1720306698
564,lisala,2.15,21.5167,20.82,99,67,1.3,CD,1720306990
565,klyuchi,52.2667,79.1667,18.1,78,73,2.82,RU,1720306991
566,copala,16.65,-98.9833,29.11,68,35,4.13,MX,1720306992
567,pandan,14.0453,124.1694,27.45,84,86,2.02,PH,1720306993
568,broken hill,-31.95,141.4333,10.37,89,100,9.49,AU,1720306952
569,chelghoum el aid,36.1629,6.1665,29.32,71,80,4.42,DZ,1720306995
